ID	adj.P.Val	P.Value	t	B	logFC	GENE_SYMBOL	AveExpr	RANGE_STRAND
8054135	8054135	0.0000839400074717454	0.000000217688714818857	-31.7229695796789	9.30654065000615	-0.551175014818698	MGAT4A	2.89221801936981	-
8037374	8037374	0.00014141792490829	0.00000084890718537538	24.6694446052417	8.30711752305825	0.441280728496065	PLAUR	3.04032761717884	-
8123609	8123609	0.000170660969655793	0.00000127168987732447	22.8903327879453	7.97544599842473	0.672701977854421	SERPINB9	2.52901508838119	-
8115490	8115490	0.000226918748555559	0.00000244217143331054	20.2801627045991	7.40971301266339	0.500350973754825	ADAM19	3.12293197318835	-
8171297	8171297	0.000311066633659951	0.00000453303995711261	18.0759072184472	6.84229665359499	0.307346926561971	MID1	3.26705504480136	-
7917875	7917875	0.000350296744355737	0.00000554908366418543	17.4071091398889	6.65080818703066	0.395364580092811	F3	2.60848450182365	-
7964852	7964852	0.00045303132370692	0.00000925097223621074	-15.8219697377168	6.15507422037474	-0.367500893674548	BEST3	2.81433364110841	-
7912145	7912145	0.000536606243911579	0.0000126597595077972	14.918968300423	5.84310594105995	0.529900463337145	TNFRSF9	2.84225516299276	-
8152946	8152946	0.000682601033129347	0.0000196621874893543	-13.7345109735661	5.39644186502962	-0.372356183389798	KCNQ3	3.02913544918047	-
7947274	7947274	0.000924368362580285	0.0000337806258300199	-12.4008444943312	4.83490743509579	-0.265329027390679	MPPED2	3.33237969538976	-
8075709	8075709	0.000989214916801425	0.0000389894572761627	-12.06850235576	4.6840560641708	-0.318438287079908	APOL4	2.73475616673263	-
8037272	8037272	0.00103292538728628	0.0000430159206487216	11.8455836561212	4.58021573113132	0.677194063033887	PSG5	2.53869446285672	-
8163116	8163116	0.00119475080968649	0.0000535625111610321	-11.3620060179375	4.34725438523465	-0.240725198101098	EPB41L4B	2.90527555985538	-
7990714	7990714	0.00438021643293215	0.000406431393903763	-7.67220642197137	2.13097670926613	-0.1603928813732	CHRNA3	3.32264552217233	-
